timestamp,sensor_name,value
1505307380103.0,Light_2,On
1505307381990.0,Sound_L,55.5447553851732
1505307382255.1375,Temperature_1,25.78
1505307382266.55,Humidity_1,56.07794910604482
1505307382273.55,Temperature_2,23.55
1505307382281.2375,Humidity_2,58.91430635986382
1505307383065.0,Motion_8,False
1505307383065.0,Motion_6,False
1505307383065.0,Motion_7,False
1505307383473.0,Sound_P,120.66474053725601
1505307383477.0,PodiumIR,99
1505307385351.0,Motion_8,True
1505307386638.0,Sound_R,57.716410537163334
1505307387403.0,Sound_C,54.96793870573051
1505307387502.0,Motion_1,True
1505307388658.0,Motion_6,True
1505307388917.125,Temperature_1,25.78
1505307388925.5,Humidity_1,56.07794910604482
1505307388931.5,Temperature_2,23.55
1505307388946.125,Humidity_2,58.91430635986382
1505307391990.0,Sound_L,55.89145964852634
1505307393483.0,Sound_P,120.66474053725601
1505307393487.0,PodiumIR,100
1505307395583.1125,Temperature_1,25.78
1505307395591.45,Humidity_1,56.07794910604482
1505307395595.45,Temperature_2,23.55
1505307395607.0125,Humidity_2,58.91430635986382
1505307396638.0,Sound_R,60.974627069853
1505307397248.0,Motion_7,False
1505307397248.0,Seat_4,True
1505307397248.0,Motion_8,False
1505307397403.0,Sound_C,56.35822855711331
1505307399029.0,Motion_7,True
1505307401990.0,Sound_L,57.07959292455341
1505307402245.1,Temperature_1,25.78
1505307402258.4,Temperature_2,23.55
1505307402259.4,Humidity_1,56.07794910604482
1505307402272.9,Humidity_2,58.91430635986382
1505307402523.0,Door,activate
1505307403494.0,Sound_P,120.64174121812707
1505307403498.0,PodiumIR,104
1505307406638.0,Sound_R,61.227273488647704
1505307407403.0,Sound_C,56.22039546202874
1505307408409.0,Motion_6,False
1505307408409.0,Motion_8,True
1505307408409.0,Motion_1,False
1505307408911.0874,Temperature_1,25.78
1505307408919.35,Humidity_1,56.07794910604482
1505307408920.35,Temperature_2,23.55
1505307408935.7876,Humidity_2,58.91430635986382
1505307411991.0,Sound_L,60.05524555833055
1505307413505.0,Sound_P,120.68770841506398
1505307413509.0,PodiumIR,91
1505307415580.075,Temperature_1,25.78
1505307415583.3,Humidity_1,56.07794910604482
1505307415592.3,Temperature_2,23.55
1505307415595.675,Humidity_2,58.91430635986382
1505307416638.0,Sound_R,64.63278610992938
1505307417403.0,Sound_C,60.57793259014047
1505307417934.0,Motion_7,False
1505307417934.0,Seat_8,False
1505307421990.0,Sound_L,60.670626527162376
1505307422241.0625,Temperature_1,25.78
1505307422252.25,Humidity_1,56.07794910604482
1505307422253.25,Temperature_2,23.55
1505307422262.5625,Humidity_2,58.91430635986382
1505307423518.0,Sound_P,120.66474053725601
1505307423522.0,PodiumIR,99
1505307426638.0,Sound_R,67.00048404761122
1505307427403.0,Sound_C,61.91595591765509
1505307428900.05,Temperature_1,25.78
1505307428914.2,Humidity_1,56.07794910604482
1505307428918.2,Temperature_2,23.55
1505307428927.45,Humidity_2,58.91430635986382
1505307431991.0,Sound_L,62.41454507571233
1505307433525.0,Sound_P,120.64174121812707
1505307433529.0,PodiumIR,108
1505307435573.0376,Temperature_1,25.78
