timestamp,sensor_name,value
1512208657361,Temperature_1,23.67
1512208657364,Humidity_1,12.669351134554296
1512208657370,Temperature_2,23.67
1512208657372,Humidity_2,12.792671015155126
1512208657375,Brightness_2,19.0
1512208659193,Sound_P,66.44593723960276
1512208659197,PodiumIR,161
1512208663813,Temperature_1,23.67
1512208663817,Humidity_1,12.669351134554296
1512208663822,Temperature_2,23.67
1512208663825,Humidity_2,12.792671015155126
1512208663828,Brightness_2,19.0
1512208668873,Door,activate
1512208669199,Sound_P,73.82773649063114
1512208669209,PodiumIR,184
1512208670236,Temperature_1,23.67
1512208670239,Humidity_1,12.669351134554296
1512208670244,Temperature_2,23.67
1512208670247,Humidity_2,12.792671015155126
1512208670250,Brightness_2,19.0
1512208670985,Door,activate
1512208676655,Temperature_1,23.67
1512208676658,Humidity_1,12.669351134554296
1512208676664,Temperature_2,23.67
1512208676666,Humidity_2,12.792671015155126
1512208676669,Brightness_2,19.0
1512208679220,Sound_P,69.60540278108363
1512208679223,PodiumIR,85
1512208683371,Temperature_1,23.67
1512208683374,Humidity_1,12.669351134554296
1512208683380,Temperature_2,23.67
1512208683382,Humidity_2,12.792671015155126
1512208683384,Brightness_2,19.0
1512208689226,Sound_P,65.24535518573873
1512208689236,PodiumIR,167
1512208689851,Temperature_1,23.67
1512208689854,Humidity_1,12.669351134554296
1512208689859,Temperature_2,23.67
1512208689862,Humidity_2,12.792671015155126
1512208689865,Brightness_2,19.0
1512208696479,Temperature_1,23.67
1512208696482,Humidity_1,12.669351134554296
1512208696488,Temperature_2,23.67
1512208696491,Humidity_2,12.792671015155126
1512208696494,Brightness_2,19.0
1512208699245,Sound_P,68.61682354019833
1512208699249,PodiumIR,170
1512208703237,Temperature_1,23.67
1512208703240,Humidity_1,12.669351134554296
1512208703245,Temperature_2,23.67
1512208703248,Humidity_2,12.792671015155126
1512208703251,Brightness_2,19.0
1512208709251,Sound_P,65.8563679754536
1512208709254,PodiumIR,166
1512208710001,Temperature_1,23.67
1512208710004,Humidity_1,12.669351134554296
1512208710009,Temperature_2,23.67
1512208710012,Humidity_2,12.792671015155126
1512208710014,Brightness_2,19.0
1512208716463,Temperature_1,23.67
1512208716466,Humidity_1,12.669351134554296
1512208716472,Temperature_2,23.67
1512208716474,Humidity_2,12.792671015155126
1512208716477,Brightness_2,19.0
1512208719257,Sound_P,67.01551720930587
1512208719260,PodiumIR,164
1512208722903,Temperature_1,23.67
1512208722906,Humidity_1,12.669351134554296
1512208722912,Temperature_2,23.67
1512208722914,Humidity_2,12.792671015155126
1512208722916,Brightness_2,19.0
1512208729263,Sound_P,67.01551720930587
