timestamp,sensor_name,value
1509286872487,Door,activate
1509286876638,Sound_R,50.90654852189031
1509286877403,Sound_C,53.20782332602642
1509286879551,Sound_P,50.159038478285424
1509286879553,PodiumIR,108
1509286886638,Sound_R,52.86997312790056
1509286887403,Sound_C,54.19276321129516
1509286889555,Sound_P,44.808697341762915
1509286889557,PodiumIR,116
1509286891161,Motion_2,False
1509286896638,Sound_R,53.238851622899126
1509286897403,Sound_C,52.66455554911952
1509286899564,Sound_P,44.808697341762915
1509286899566,PodiumIR,110
1509286906638,Sound_R,52.250589801175266
1509286907403,Sound_C,51.54781732206266
1509286909568,Sound_P,51.62091662308819
1509286909570,PodiumIR,108
1509286911677,Motion_2,False
1509286916638,Sound_R,51.24256673423437
1509286917403,Sound_C,51.325981748360114
1509286919572,Sound_P,55.369951428718224
1509286919574,PodiumIR,102
1509286926638,Sound_R,52.153131726405284
1509286927403,Sound_C,51.8356564241811
1509286929576,Sound_P,46.78757012382582
1509286929578,PodiumIR,97
1509286936638,Sound_R,52.65145457300573
1509286937403,Sound_C,51.89196853970787
1509286939580,Sound_P,51.62091662308819
1509286939582,PodiumIR,123
1509286946638,Sound_R,50.31189365447787
1509286947403,Sound_C,51.39243436935053
1509286949584,Sound_P,46.78757012382582
1509286949587,PodiumIR,99
1509286952533,Motion_2,False
1509286956638,Sound_R,49.29901773513586
1509286957403,Sound_C,51.188675305508326
1509286959588,Sound_P,48.55773214739296
1509286959591,PodiumIR,104
1509286966638,Sound_R,50.160006709354604
1509286967403,Sound_C,51.13776563091873
1509286969592,Sound_P,50.159038478285424
1509286969594,PodiumIR,90
1509286976638,Sound_R,52.89657060819635
1509286977403,Sound_C,51.46647914188063
1509286979596,Sound_P,50.159038478285424
1509286979608,PodiumIR,98
1509286986638,Sound_R,53.32370607343634
1509286987403,Sound_C,51.23048260379076
1509286989614,Sound_P,46.78757012382582
1509286989617,PodiumIR,103
1509286996638,Sound_R,52.401846209068985
1509286997403,Sound_C,51.15021368113698
1509286999618,Sound_P,46.78757012382582
1509286999621,PodiumIR,88
1509287006638,Sound_R,53.04506633267716
1509287007403,Sound_C,52.92962457063472
1509287009623,Sound_P,52.96571415471127
1509287009633,PodiumIR,100
1509287016638,Sound_R,52.774863897075676
1509287017403,Sound_C,52.19074013799261
1509287019638,Sound_P,48.55773214739296
1509287019640,PodiumIR,96
1509287026638,Sound_R,52.39375115774521
1509287027403,Sound_C,51.16665139743725
1509287029642,Sound_P,50.159038478285424
1509287029644,PodiumIR,136
1509287036638,Sound_R,52.098026168858944
1509287037403,Sound_C,52.30541010258887
1509287039646,Sound_P,50.159038478285424
1509287039649,PodiumIR,113
1509287046638,Sound_R,51.61071342245356
1509287047403,Sound_C,52.41146122353573
1509287049654,Sound_P,50.159038478285424
1509287049656,PodiumIR,99
1509287056638,Sound_R,50.856289784307876
1509287057403,Sound_C,51.84040296005086
1509287059658,Sound_P,50.159038478285424
1509287059660,PodiumIR,102
1509287066638,Sound_R,51.30057280618731
1509287067403,Sound_C,51.875066774902784
1509287069662,Sound_P,51.62091662308819
1509287069664,PodiumIR,97
1509287076638,Sound_R,51.818931585866316
1509287077403,Sound_C,51.79175532121068
1509287079666,Sound_P,44.808697341762915
1509287079668,PodiumIR,99
1509287086638,Sound_R,51.12167580616032
1509287087403,Sound_C,51.150989098061416
1509287089670,Sound_P,46.78757012382582
1509287089672,PodiumIR,101
1509287096638,Sound_R,50.768366352994626
1509287097403,Sound_C,50.64116832321065
1509287099674,Sound_P,51.62091662308819
1509287099676,PodiumIR,91
1509287106638,Sound_R,51.95661315044155
1509287107403,Sound_C,50.36424992788096
1509287109678,Sound_P,48.55773214739296
1509287109681,PodiumIR,129
1509287116638,Sound_R,53.253883012253844
1509287117403,Sound_C,50.59181404914427
1509287119684,Sound_P,44.808697341762915
1509287119686,PodiumIR,73
1509287126638,Sound_R,53.98510356623397
1509287127403,Sound_C,51.377241638236264
1509287129688,Sound_P,46.78757012382582
1509287129690,PodiumIR,112
1509287132579,Motion_2,False
1509287136638,Sound_R,54.30701502166698
1509287137403,Sound_C,51.73053973217777
1509287139692,Sound_P,50.159038478285424
1509287139694,PodiumIR,109
1509287146638,Sound_R,54.47245088457496
1509287147403,Sound_C,51.142864231087884
1509287149696,Sound_P,50.159038478285424
1509287149698,PodiumIR,106
1509287156638,Sound_R,53.48654106893006
1509287157403,Sound_C,51.21015476223906
1509287159700,Sound_P,52.96571415471127
1509287159702,PodiumIR,69
1509287166638,Sound_R,52.39365356139731
1509287167403,Sound_C,51.204358632679735
1509287169704,Sound_P,48.55773214739296
1509287169710,PodiumIR,106
1509287176638,Sound_R,53.38699088565678
1509287177403,Sound_C,51.1803462834875
1509287179713,Sound_P,44.808697341762915
1509287179718,PodiumIR,104
1509287186638,Sound_R,54.33957280740083
1509287187403,Sound_C,51.7826410123432
1509287189722,Sound_P,44.808697341762915
1509287189725,PodiumIR,132
1509287196638,Sound_R,53.7407980616235
1509287197403,Sound_C,51.37551197327972
1509287199727,Sound_P,46.78757012382582
1509287199730,PodiumIR,98
1509287206638,Sound_R,51.64952918558742
1509287207403,Sound_C,50.836259630264486
1509287209733,Sound_P,48.55773214739296
1509287209735,PodiumIR,100
1509287216638,Sound_R,51.9796905301019
1509287217403,Sound_C,52.0054456983733
1509287219737,Sound_P,51.62091662308819
1509287219739,PodiumIR,100
1509287226638,Sound_R,52.97312500995224
1509287227403,Sound_C,51.78210567555136
1509287229741,Sound_P,46.78757012382582
1509287229744,PodiumIR,124
1509287236638,Sound_R,53.41800523036852
1509287237403,Sound_C,50.84522459229529
1509287239749,Sound_P,44.808697341762915
1509287239761,PodiumIR,62
1509287246638,Sound_R,53.578900446708616
1509287247403,Sound_C,50.87810682458658
1509287249765,Sound_P,50.159038478285424
1509287249769,PodiumIR,95
1509287256638,Sound_R,53.764556707075805
1509287257403,Sound_C,50.9984750571291
1509287259773,Sound_P,46.78757012382582
1509287259775,PodiumIR,99
1509287266638,Sound_R,53.791443119407035
1509287267403,Sound_C,50.94328075720181
1509287269777,Sound_P,48.55773214739296
1509287269779,PodiumIR,108
1509287276638,Sound_R,51.395900753608636
